,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
59,Data Scientist,₹9L - ₹17L (Employer Est.),"About the Role
Incident management & Change management of around 400 NMS/EMS instances.
Major upgrades & Bug fixing of 400 NMS/EMS instances.
Will be responsible for handling new OSS implementation as well as resolving NBI issues.
Ensuring guidelines for the user administration on 400 EMS/NMS instances.
Will be responsible for the proactive health checkup of all NMS/EMS instances.

To apply to this job, click Apply Now
Show More
Report",4.2,"Airtel India
4.2",India,-1,-1,-1,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),-1
60,Technology Analyst: Data Science | Machine Learning,₹4L - ₹7L (Glassdoor Est.),"Responsibilities
A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be to interface with the client for quality assurance, issue resolution and ensuring high customer satisfaction. • You will understand requirements, create and review designs, validate the architecture and ensure high levels of service offerings to clients in the technology domain. • You will participate in project estimation, provide inputs for solution delivery, conduct technical risk planning, perform code reviews and unit test plan reviews. • You will lead and guide your teams towards developing optimized high quality code deliverables, continual knowledge management and adherence to the organizational guidelines and processes. • You would be a key contributor to building efficient programs/ systems and if you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you!
Additional Responsibilities:
• Knowledge of more than one technology • Basics of Architecture and Design fundamentals • Knowledge of Testing tools • Knowledge of agile methodologies • Understanding of Project life cycle activities on development and maintenance projects • Understanding of one or more Estimation methodologies, Knowledge of Quality processes • Basics of business domain to understand the business requirements • Analytical abilities, Strong Technical Skills, Good communication skills • Good understanding of the technology and domain • Ability to demonstrate a sound understanding of software quality assurance principles, SOLID design principles and modelling methods • Awareness of latest technologies and trends • Excellent problem solving, analytical and debugging skills


Preferred Skills:
Python,Machine Learning->Data Science
Educational Requirements
Bachelor of Engineering
Show More
Report",3.9,"Infosys Limited
3.9",Bangalore,-1,-1,1981,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),-1
61,Supply Chain Network Data & Analytics Specialist,₹4L - ₹7L (Glassdoor Est.),"Relocation Assistance Offered Within Country
# 141580 - Mumbai, Maharashtra, India

About Colgate-Palmolive:
Do you want to come to work with a smile and leave with one as well? In between those smiles, your day consists of connecting with others across the world, full of stimulating discussions, and making impactful contributions!
If this is how you see your career, Colgate is the place to be! Our diligent household brands, dedicated employees, and sustainability commitments make us a company passionate about building a future to smile about for our employees, consumers, and surrounding communities. We win as a global organization by continually learning and collaborating. The pride in our brand fuels a workplace that encourages creative thinking champions experimentation and promotes authenticity which has contributed to our enduring success. If you want to work for a company that lives by its values, then give your career a reason to smile...every single day.






Show More
Report",4.2,"Colgate-Palmolive
4.2",Mumbai,-1,-1,1806,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),-1
62,Sr. AI/Data Scientist,₹4L - ₹7L (Glassdoor Est.),"Be part of team using advanced real-time scaled data aggregation and analysis platform. Learn new tools and techniques. Build Dashboards that real people use and love.
About Company: Lotus Interworks Inc is an advanced technology company with leadership team form Massachusetts Institute of Technology (MIT), Stanford University, and Harvard University. Our product Simplia is re-inventing Online Local Services Marketplaces, with deep technology and strong leadership and strategy in place.
Leadership Team:
Chairman: Ray Stata Founder of Analog Devices (ADI NASDAQ),
President & CEO: B Gopinath. He started as a scientist at Mathematics research center of AT&T bell laboratories. He holds several fundamental patents in communications and computer technologies.
Bills career includes more than 30yrs of distinguished accomplishments, Including roles as President & CEO of Abine, Radialpoint, and as EVP of McAfee's Worldwide Consumer Business.

Show More
Report",3.8,"Lotus Interworks Inc
3.8",Mumbai,-1,-1,1997,Company - Private,Computer Hardware Development,Information Technology,$1 to $5 million (USD),-1
63,Data Scientist,₹4L - ₹7L (Glassdoor Est.),"You’re experienced Regression, Classification, Ensemble Methods, Deep Learning, NLP, and Reinforcement Learning. • Any one programming language (Python, R, Java, Scala, etc.). • strong hands-on skills in sourcing, cleaning, manipulating, and analyzing large volumes of data using distributed computing platform • Run large-scale statistical A/B tests to evaluate the performance of machine learning and statistical models in SEM applications. • Process complicated and large-scale datasets on distributed computing platforms using queries, extract insights from data, predict future trends, and optimize business metrics. • Build compelling data visualizations and interactive dashboards for monitoring. • Communicate new algorithm suggestions, performance results and business insights to both technical and business teams, internally and externally. • Experience exploring data, building models, and analyzing performance.
Job Type: Full-time
Salary: ₹900,000.00 - ₹1,700,000.00 per year
Show More
Report",-1,Nexus pro services,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
64,Data Science and Business Analytics,₹4L - ₹7L (Glassdoor Est.),"We are looking for a Data Scientist who will support our product, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.
Primary Responsibilities:
Involve in big data technologies and prototype solutions to improve our data processing and analytics architecture
Show More
Report",-1,Zotto Limited,New Delhi,-1,-1,-1,-1,-1,-1,-1,-1
65,Data science internship,₹4L - ₹7L (Glassdoor Est.),"ROLE
Data science internship
DEPARTMENT
Tech
Drop us an email at careers@trukky.com. We’ll be happy to hear from you. Alternatively, choose from our list of challenges. And apply for the one you’re ready to take head-on.
Show More
Report",2.9,"Trukky Logistics
2.9",Gurgaon,-1,-1,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
66,Instructor Machine Learning,₹4L - ₹7L (Glassdoor Est.),"The Great Courses is on the hunt for an experienced Machine Learning instructor to join our teaching team for the launch of an exciting new online course! This is a contract role that’s perfect for someone with a solid grasp of Machine Learning and plenty of online-classroom instructional experience.
Your primary role will be to provide real-time instruction and support to a cohort of students taking a noncredit certificate course on an introduction to the concepts of data science. The course is a hybrid synchronous/asynchronous approach and is entirely based on a prerecorded series of video lectures delivered by award-winning professor Tim Chartier of Davidson College in North Carolina.
In your role as an instructor you will:
Assess student completion of assignments, providing individualized feedback on a per-student basis
Show More
Report",4.4,"QBS Learning
4.4",Remote,-1,-1,-1,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
67,EY - GDS Consulting - Data Scientist - Intern,₹4L - ₹7L (Glassdoor Est.),"At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

_________
Position: Intern
Service Line: Consulting
Education: B.Tech/M.Tech/MBA/Masters in relevant discipline










Show More
Report",3.9,"EY
3.9",Gurgaon,-1,-1,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1
68,Data science internship,₹4L - ₹7L (Glassdoor Est.),"Data science internship with 100% placement
Job Types: Full-time, Regular / Permanent, Fresher, Internship
Contract length: 3 months
Salary: ₹10,000.00 - ₹15,000.00 per month
Schedule:
Day shift
Evening shift
Fixed shift
Flexible shift

Show More
Report",-1,woztiinfotech,Cochin,-1,-1,-1,-1,-1,-1,-1,-1
69,"Data Scientist - R/Python, SQL, ML",₹4L - ₹7L (Glassdoor Est.),"Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Come make an impact on the communities we serve as we help advance health equity on a global scale. Here, you will find talented peers, comprehensive benefits, a culture guided by diversity and inclusion, career growth opportunities and your life's best work.(sm)
Primary Responsibilities:
Involve in big data technologies and prototype solutions to improve our data processing and analytics architecture
Identify project issues, communicate them and assist in their resolution
Understand the healthcare domain and execute numerous projects at the same time



Show More
Report",3.7,"UnitedHealth Group
3.7",Gurgaon,-1,-1,1977,Company - Public,Healthcare Services & Hospitals,Healthcare,$10+ billion (USD),-1
70,Data Scientist - Machine Learning/Artificial Intelligence,₹4L - ₹7L (Glassdoor Est.),"Role: Data Scientist - Machine Learning/Artificial Intelligence
No. of openings: 25
Notice Period: Immediate Joiner
Salary Package: 3 Lakhs to 15 Lakhs/annum
Location: Sholinganallur, Chennai Experience: 1 - 5 yrs
Roles and Responsibilities
Working with Agile methodologies
Willingness to handle technical and business problems with the team
Show More
Report",-1,Partnersoft Technologies Private Limited,Chennai,-1,-1,-1,-1,-1,-1,-1,-1
71,Artificial Intelligence Researcher,₹4L - ₹7L (Glassdoor Est.),"Job Title:- AI Researcher
Experience:- 2 to 3 years
Job Overview:-
We are looking for a highly capable AI/ML engineer to optimize our machine learning systems. You will be evaluating existing machine learning (ML) and deep learning (DL) processes, performing statistical analysis to resolve data set problems, and enhancing the accuracy of our AI software's predictive automation capabilities.
To ensure success as an AI/ML engineer, you should demonstrate solid data science knowledge and experience in a related ML/DL field. A first-class AI/ML engineer will be someone whose expertise translates into the enhanced performance of predictive automation software.

Show More
Report",4.3,"Logicwind
4.3",Surat,-1,-1,2010,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
72,Data Science,₹4L - ₹7L (Glassdoor Est.),"Job Description: DATA SCIENTIST

Selecting features, building and optimizing classifiers using machine learning techniques

Data mining using state-of-the-art methods

Extending company’s data with third party sources of information when needed

Processing, cleansing, and verifying the integrity of data used for analysis

Develop custom data models and algorithms to apply to data sets.





Show More
Report",4.5,"Globussoft Technologies
4.5",Bangalore,-1,-1,2009,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),-1
73,Machine Learning Engineer,₹4L - ₹7L (Glassdoor Est.),"Proven experience as a Machine Learning Engineer or similar role
Understanding of data structures, data modeling and software architecture
Deep knowledge of math, probability, statistics and algorithms
Ability to write robust code in Python, Java and R
Familiarity with machine learning frameworks (like Keras or PyTorch) and libraries (like scikit-learn)
Excellent communication skills
Ability to work in a team
Outstanding analytical and problem-solving skills
Job Type: Full-time

Show More
Report",5.0,"Appstane Technologies
5.0",Surat,-1,-1,2016,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
74,Data Science Specialist,₹4L - ₹7L (Glassdoor Est.),"Job Description :

Worker Type :
Regular
Primary Location:
Bangalore Karle Town SEZ
Additional Locations :
Budapest, Hamburg, Stockholm
Job Posting Start Date :
2023-02-16-08:00
Show More
Report",4.1,"Diageo
4.1",Bangalore,-1,-1,1997,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),-1
75,Data Scientist,₹4L - ₹7L (Glassdoor Est.),"The required skills are : Graduate degree in Statistics, Math or any other with strong analytical background .
Must have exposure to Big Data analytics.. Need Strong mathematical background (calculus, linear algebra, probability and statistics). Applied Machine Learning experience (regression and classification, supervised, and unsupervised learning) is a plus.
Must be a quick learner and capable to solve complex problems in multiple domains.
Skill Set : Language - C#,C++, Python or R, Scripting - Java script
Position Type : Permanent
Qualification : Any Graduate degree with analytics
Show More
Report",-1,SUMMIT SOLUTIONS,Cannanore,-1,-1,-1,-1,-1,-1,-1,-1
76,Machine Learning Engineer,₹4L - ₹7L (Glassdoor Est.),"Develop and execute machine learning models
Develop and implement machine learning infrastructure
Develop automation tools to enable machine learning
Work in close collaboration with other team members using a wide range of technologies
Run machine learning tests
Solve technical problems
Job Type: Fresher
Salary: ₹359,250.58 - ₹1,595,129.92 per year

Show More
Report",-1,Rukmine informatics,Surat,-1,-1,-1,-1,-1,-1,-1,-1
77,Data Science,₹4L - ₹7L (Glassdoor Est.),"Responsibilities
• Anchor ML development track in a client project • Data collection, profiling, EDA & data preparation • AI Model development, experimentation, tuning & validation • Present findings to business users & project management teams • Propose ML based solution approaches & estimates for new use cases • Contribute to AI based modules in Infosys solutions development • Explore new advances in AI continuously and execute PoCs • Mentoring – guide junior team members & evangelize AI in organization
Additional Responsibilities:
• Good verbal & written communication skills – articulate value of AI to business, project managers & other team members • Ability to break complex problem into smaller problems and create hypothesis • Innovation and experimentation
Technical and Professional Requirements:
• Programming: Python, R, SQL • ML algorithms: o Statistical ML algorithms o Deep Neural Network architectures o Model ensembling o Generative AI models o ML for Responsible AI • AI domains - NLP, speech, computer vision, structured data • Learning patterns – supervised, unsupervised, reinforcement learning • Tools for data analysis, auto ML, model deployment & scaling • Knowledge of datasets, pre-built models available in open community and 3rd party providers • Knowledge of software development & architectures • Knowledge of hyperscalers & their AI capabilities – Azure, AWS, GCP
Preferred Skills:
Python,Artificial Intelligence->Python ML,Machine Learning->Data Science,Artificial Intelligence->NLP Deep Learning Algorithms,Bigdata->Pyspark
Educational Requirements
Bachelor of Engineering
Show More
Report",3.9,"Infosys Limited
3.9",Bangalore,-1,-1,1981,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),-1
78,Machine Learning Engineer,₹4L - ₹7L (Glassdoor Est.),"Designing machine learning systems and self-running artificial intelligence (AI) software to automate predictive models.
Transforming data science prototypes and applying appropriate ML algorithms and tools.
Lead the development of AIML related applications as it matures into lean, high performing agile teams.
Own the vision and execution of developing and integrating AI & machine learning into all aspects of the platform.
Drive innovation through the use of technology and unique ways of applying it to business problems
A well-developed portfolio of past software development, composed of some mixture of professional work, personal projects and open source contributions will be considered a huge plus.
Show More
Report",-1,Throughbit Technologies Private Limited,Coimbatore,-1,-1,-1,-1,-1,-1,-1,-1
79,ML/AI Engineers,₹4L - ₹7L (Glassdoor Est.),"Location : Visakhapatnam
Experience : 0-4 years
Notice Period : Immediate
Roles and Responsibilities :
Designing ML systems.
Researching and implementing ML Algorithms and tools.
Selecting appropriate data sets.
Picking appropriate data representation methods.
Show More
Report",4.4,"innData Analytics
4.4",Visakhapatnam,-1,-1,2015,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1
80,Data Scientists and ML Engineers,₹4L - ₹7L (Glassdoor Est.),"Tata Elxsi works with leading OEMs and suppliers in the automotive & transportation industries for R&D, Design and Product Engineering Services, right from architecture to launch and beyond. We bring together technologies that accelerate development & testing of connected, autonomous and electric cars & off-highway vehicles.
We are looking for bright and passionate data scientists (10 years of professional experience) and machine learning engineers (4+ years of professional experience) who has experience in the areas listed below:
Deep understanding of mathematical concepts (probability, statistics) and experience with machine learning algorithms/techniques
Hands on experience in data science projects involving object detection, pattern recognition, anomaly detection, predictive/diagnostic analytics etc
Show More
Report",4.0,"Tata Elxsi
4.0",Calicut,-1,-1,1989,Company - Public,Information Technology Support Services,Information Technology,$100 to $500 million (USD),-1
81,DATA SCIENCE,₹4L - ₹7L (Glassdoor Est.),"Educational Qualification
Any Graduate
Job Designation
Data Science Trainer
Job Responsibilities
Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.
Scraping and analyze data from company databases to drive optimization and improvement of product development.

Show More
Report",-1,Infowiz Software Solution,India,-1,-1,-1,-1,-1,-1,-1,-1
82,Data Science Analytics,₹4L - ₹7L (Glassdoor Est.),"Diverse Infotech Pvt. Ltd. - Gurgaon
Required Experience - 2+ Yrs
You can share your CV at jobs@diverseinfotech.com
Show More
Report",4.0,"Diverse Infotech
4.0",Gurgaon,-1,-1,2008,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
83,Data Science Specialist,₹4L - ₹7L (Glassdoor Est.),"Location: Gurugram/Remote
Job ID: DS1002
Job Type: Full time
Experience: 2-4 years
Why would you like to join us?
TransOrg Analytics, an award winning – Big Data and Predictive analytics- company, offers advanced analytics solutions to industry leaders and Fortune 500 companies across India, US, UK, Singapore and the Middle East. Our products – Clonizo’ (customer cloning) have yielded significant incremental benefits to our clients. We have been recognized by the CIO Review magazine as the – Predictive Analytics Company of the Year- and by TiE for excellence in entrepreneurship.
Show More
Report",2.8,"Transorg Analytics
2.8",Gurgaon,-1,-1,-1,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,-1
84,Data Scientist,₹4L - ₹7L (Glassdoor Est.),"We are looking for a data scientist who will help us build solutions that make smarter decisions to deliver even better products in the space of Natural Language Processing and Conversational Solutions. Your primary focus will be in applying data mining techniques, building high quality prediction systems, create chatbots and trigger automation actions to be integrated with our products. The ideal candidate is adept to find opportunities for product and process optimization and using technology to test the effectiveness of different courses of action. They must have strong experience using a variety of programming methods, using a variety of data tools, building and implementing models,using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their development skills.
Job Type: Full-time
Salary: ₹1,000,000.00 - ₹1,200,000.00 per year
Show More
Report",-1,Serendipity Corporate Services,Pune,-1,-1,-1,Private Practice / Firm,-1,-1,Unknown / Non-Applicable,-1
85,Data Scientist,₹4L - ₹7L (Glassdoor Est.),"Fair Ride Careers
Data Scientist: Machine Learning, Statistics, Artificial Intelligence, EVs and autonomous cars
New York and Delhi NCR
About the Company
Fair Ride Group Inc. is a transportation innovation, app-based ride hailing B2C and B2B platform based in NYC, the US.
We ensure our riders and drivers have a safe and happy ride hailing experience by solving current issues and offering them a fair price for the finest cab service.
About the Role
Show More
Report",-1,US Fair Group Inc,New Delhi,-1,-1,-1,-1,-1,-1,-1,-1
86,Data Science - Manager,₹4L - ₹7L (Glassdoor Est.),"Audit Transformation – Data Science – Manager/Sr. Manager
Deloitte’s Audit and Assurance business embraces the promise of artificial intelligence and machine learning, with various forms of AI and ML embedded in the audit technology solutions currently used by our 10,000+ practitioners today. Within our dedicated Data Science organization, a subgroup of the Audit Transformation group, we continue that journey enabling the next generation of AI-enabled solutions that usher in a future that completely transforms the way our practitioners perform their audit work, and the insights we can provide to our clients.
The Data Science group consists of a blend of auditors and data scientists working hand-in-hand to capitalize on our world-class data assets and ideate, design, develop, deploy, and manage AI and ML solutions that can be integrated into our existing Omnia ecosystem to increase the quality of our audits, and automate mechanical processes. You will be joining a growing team of talented professionals dedicated to realizing the vision of an AI-enabled audit.

Show More
Report",4.1,"Deloitte
4.1",Bangalore,-1,-1,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD),-1
87,Machine Learning/ Data Science Trainer,₹4L - ₹7L (Glassdoor Est.),"Job Summary
Give training on Data Science, Machine Learning and AI
Responsibilities and Duties
- Decide course syllabus, contents, and presentations
- Counselling to students
Required Experience, Skills and Qualifications
- Good knowledge about Mathematical models, ML, DS, DL concepts
- Hands on practice on ML Algorithms

Show More
Report",-1,UniConverge Technologies Pvt. Ltd.,Noida,-1,-1,-1,-1,-1,-1,-1,-1
88,Data Scientists,₹4L - ₹7L (Glassdoor Est.),"Location – New Delhi
Seeking Pro Bono Data Scientist to help in a social cause
We have users, we have multiple data points, but we do not know how to use that data optimally. We are seeking someone to provide us with insights into this process. Due credit would be given publicly. Your decision/data would be changing the lives of thousands of students. To understand our mission more, kindly refer to this link. Interested individuals can get in touch with us at contactus@dignitasdigital.com
Show More
Report",4.3,"Dignitas Digital
4.3",New Delhi,-1,-1,2011,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,-1
89,Data Scientist,₹4L - ₹7L (Glassdoor Est.),"Mandatory Skills
Expertise in Python (Minimum 1 year experience)
Candidate with strong hands-on experience in predictive modelling, optimization, machine learning, neural networks using a range of advanced technical tools.
A solid grounding in applied mathematics and statistics including expertise in several of the following (or related) techniques: text mining, mathematical modelling, recommendation analysis, outlier detection, predictive analytics and data visualization.
Strong algorithmic design and programming skills.
Experience in developing big-data applications and analytics preferred.

Key Responsibilities
Extracting insights from news articles.
Named entity recognition, topic modelling, coreference resolution etc in news articles.
To design and build models in Python.
To be responsible for helping develop quantitative solutions to solve complex applications.
To be involved in developing leading-edge, “out of the box” advanced analytic solutions and processes.
Show More
Report",4.7,"Turbolab Technologies
4.7",Cochin,-1,-1,2014,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
90,Technology Analyst: Data Science | Machine Learning,₹4L - ₹7L (Glassdoor Est.),"Responsibilities
A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be to interface with the client for quality assurance, issue resolution and ensuring high customer satisfaction. • You will understand requirements, create and review designs, validate the architecture and ensure high levels of service offerings to clients in the technology domain. • You will participate in project estimation, provide inputs for solution delivery, conduct technical risk planning, perform code reviews and unit test plan reviews. • You will lead and guide your teams towards developing optimized high quality code deliverables, continual knowledge management and adherence to the organizational guidelines and processes. • You would be a key contributor to building efficient programs/ systems and if you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you!
Additional Responsibilities:
• Knowledge of more than one technology • Basics of Architecture and Design fundamentals • Knowledge of Testing tools • Knowledge of agile methodologies • Understanding of Project life cycle activities on development and maintenance projects • Understanding of one or more Estimation methodologies, Knowledge of Quality processes • Basics of business domain to understand the business requirements • Analytical abilities, Strong Technical Skills, Good communication skills • Good understanding of the technology and domain • Ability to demonstrate a sound understanding of software quality assurance principles, SOLID design principles and modelling methods • Awareness of latest technologies and trends • Excellent problem solving, analytical and debugging skills


Preferred Skills:
Python,Machine Learning->Data Science
Educational Requirements
Bachelor of Engineering
Show More
Report",3.9,"Infosys Limited
3.9",Bangalore,-1,-1,1981,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),-1
91,Sr. AI/Data Scientist,₹4L - ₹7L (Glassdoor Est.),"Be part of team using advanced real-time scaled data aggregation and analysis platform. Learn new tools and techniques. Build Dashboards that real people use and love.
About Company: Lotus Interworks Inc is an advanced technology company with leadership team form Massachusetts Institute of Technology (MIT), Stanford University, and Harvard University. Our product Simplia is re-inventing Online Local Services Marketplaces, with deep technology and strong leadership and strategy in place.
Leadership Team:
Chairman: Ray Stata Founder of Analog Devices (ADI NASDAQ),
President & CEO: B Gopinath. He started as a scientist at Mathematics research center of AT&T bell laboratories. He holds several fundamental patents in communications and computer technologies.
Bills career includes more than 30yrs of distinguished accomplishments, Including roles as President & CEO of Abine, Radialpoint, and as EVP of McAfee's Worldwide Consumer Business.

Show More
Report",3.8,"Lotus Interworks Inc
3.8",Mumbai,-1,-1,1997,Company - Private,Computer Hardware Development,Information Technology,$1 to $5 million (USD),-1
92,Data Scientist,₹4L - ₹7L (Glassdoor Est.),"You’re experienced Regression, Classification, Ensemble Methods, Deep Learning, NLP, and Reinforcement Learning. • Any one programming language (Python, R, Java, Scala, etc.). • strong hands-on skills in sourcing, cleaning, manipulating, and analyzing large volumes of data using distributed computing platform • Run large-scale statistical A/B tests to evaluate the performance of machine learning and statistical models in SEM applications. • Process complicated and large-scale datasets on distributed computing platforms using queries, extract insights from data, predict future trends, and optimize business metrics. • Build compelling data visualizations and interactive dashboards for monitoring. • Communicate new algorithm suggestions, performance results and business insights to both technical and business teams, internally and externally. • Experience exploring data, building models, and analyzing performance.
Job Type: Full-time
Salary: ₹900,000.00 - ₹1,700,000.00 per year
Show More
Report",-1,Nexus pro services,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
93,Data Science and Business Analytics,₹4L - ₹7L (Glassdoor Est.),"We are looking for a Data Scientist who will support our product, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.
Primary Responsibilities:
Involve in big data technologies and prototype solutions to improve our data processing and analytics architecture
Show More
Report",-1,Zotto Limited,New Delhi,-1,-1,-1,-1,-1,-1,-1,-1
94,EY - GDS Consulting - Data Scientist - Intern,₹4L - ₹7L (Glassdoor Est.),"At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

_________
Position: Intern
Service Line: Consulting
Education: B.Tech/M.Tech/MBA/Masters in relevant discipline










Show More
Report",3.9,"EY
3.9",Gurgaon,-1,-1,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1
95,Data science internship,₹4L - ₹7L (Glassdoor Est.),"Data science internship with 100% placement
Job Types: Full-time, Regular / Permanent, Fresher, Internship
Contract length: 3 months
Salary: ₹10,000.00 - ₹15,000.00 per month
Schedule:
Day shift
Evening shift
Fixed shift
Flexible shift

Show More
Report",-1,woztiinfotech,Cochin,-1,-1,-1,-1,-1,-1,-1,-1
96,Artificial Intelligence Researcher,₹4L - ₹7L (Glassdoor Est.),"Job Title:- AI Researcher
Experience:- 2 to 3 years
Job Overview:-
We are looking for a highly capable AI/ML engineer to optimize our machine learning systems. You will be evaluating existing machine learning (ML) and deep learning (DL) processes, performing statistical analysis to resolve data set problems, and enhancing the accuracy of our AI software's predictive automation capabilities.
To ensure success as an AI/ML engineer, you should demonstrate solid data science knowledge and experience in a related ML/DL field. A first-class AI/ML engineer will be someone whose expertise translates into the enhanced performance of predictive automation software.

Show More
Report",4.3,"Logicwind
4.3",Surat,-1,-1,2010,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
97,Instructor Machine Learning,₹4L - ₹7L (Glassdoor Est.),"The Great Courses is on the hunt for an experienced Machine Learning instructor to join our teaching team for the launch of an exciting new online course! This is a contract role that’s perfect for someone with a solid grasp of Machine Learning and plenty of online-classroom instructional experience.
Your primary role will be to provide real-time instruction and support to a cohort of students taking a noncredit certificate course on an introduction to the concepts of data science. The course is a hybrid synchronous/asynchronous approach and is entirely based on a prerecorded series of video lectures delivered by award-winning professor Tim Chartier of Davidson College in North Carolina.
In your role as an instructor you will:
Assess student completion of assignments, providing individualized feedback on a per-student basis
Show More
Report",4.4,"QBS Learning
4.4",Remote,-1,-1,-1,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
98,Data Science,₹4L - ₹7L (Glassdoor Est.),"Job Description: DATA SCIENTIST

Selecting features, building and optimizing classifiers using machine learning techniques

Data mining using state-of-the-art methods

Extending company’s data with third party sources of information when needed

Processing, cleansing, and verifying the integrity of data used for analysis

Develop custom data models and algorithms to apply to data sets.





Show More
Report",4.5,"Globussoft Technologies
4.5",Bangalore,-1,-1,2009,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),-1
99,"Data Scientist - R/Python, SQL, ML",₹4L - ₹7L (Glassdoor Est.),"Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Come make an impact on the communities we serve as we help advance health equity on a global scale. Here, you will find talented peers, comprehensive benefits, a culture guided by diversity and inclusion, career growth opportunities and your life's best work.(sm)
Primary Responsibilities:
Involve in big data technologies and prototype solutions to improve our data processing and analytics architecture
Identify project issues, communicate them and assist in their resolution
Understand the healthcare domain and execute numerous projects at the same time



Show More
Report",3.7,"UnitedHealth Group
3.7",Gurgaon,-1,-1,1977,Company - Public,Healthcare Services & Hospitals,Healthcare,$10+ billion (USD),-1
100,Machine Learning Engineer,₹4L - ₹7L (Glassdoor Est.),"Proven experience as a Machine Learning Engineer or similar role
Understanding of data structures, data modeling and software architecture
Deep knowledge of math, probability, statistics and algorithms
Ability to write robust code in Python, Java and R
Familiarity with machine learning frameworks (like Keras or PyTorch) and libraries (like scikit-learn)
Excellent communication skills
Ability to work in a team
Outstanding analytical and problem-solving skills
Job Type: Full-time

Show More
Report",5.0,"Appstane Technologies
5.0",Surat,-1,-1,2016,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
